id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,90245838,570543,84436933,4543255,93.6%,1265650,1.4%
2,欧洲,104223064,939809,81405627,21244831,78.1%,1572606,1.5%
3,非洲,10480140,37841,9283642,962119,88.6%,234379,2.2%
4,大洋洲,1968077,86136,607760,1355316,30.9%,5001,0.3%
5,北美洲,78632929,549221,52653597,24703492,67.0%,1275840,1.6%
6,南美洲,43099353,279873,38931608,2969283,90.3%,1198462,2.8%
7,其他,712,0,699,0,98.2%,13,1.8%
