id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,113204162,535408,104957447,6914853,92.7%,1331862,1.2%
2,欧洲,152196888,753984,126356913,24147239,83.0%,1692736,1.1%
3,非洲,11475425,10334,10502906,724271,91.5%,248248,2.2%
4,大洋洲,3371765,29999,3057006,307170,90.7%,7589,0.2%
5,北美洲,94348669,76416,64459923,28499804,68.3%,1388942,1.5%
6,南美洲,53559558,120016,46858654,5449858,87.5%,1251046,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
