id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,157139,5824,132159,703,67,3,1645459200,2977,2,345,36,14,2,13666,143408,115,2797,19156,2531,1
2,oversea,428213448,5920521,356249300,None,None,None,1645459200,1526157,None,3016660,4167,None,None,None,None,None,None,66043627,-1494670,None
