id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,82427363,81476,79692032,1517525,96.7%,1217806,1.5%
2,欧洲,75586607,267822,66264147,7888097,87.7%,1434363,1.9%
3,非洲,8820846,21318,8159328,437241,92.5%,224277,2.5%
4,大洋洲,378629,1370,334374,39985,88.3%,4270,1.1%
5,北美洲,59704598,54207,48050739,10452771,80.5%,1201088,2.0%
6,南美洲,39085662,19563,37151560,750340,95.1%,1183762,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
