id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,82,0,79,3,0,0,0,0,1,0,0
3,青海,0,0,32,0,30,2,0,0,0,0,1,0,0
4,台湾,0,0,21658,166,13742,7063,166,0,853,0,1,0,0
5,香港,0,0,274095,3962,31393,237301,2296,1112,5401,554,1,0,0
6,贵州,3,2,171,1,160,9,1,0,2,0,1,1,0
7,吉林,4715,537,12360,1674,589,11768,1674,0,3,0,1,1674,0
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,13,6,1673,0,1658,14,-6,6,1,0,1,0,0
11,甘肃,159,10,594,16,388,204,10,6,2,0,1,16,0
12,天津,51,0,1575,29,1182,390,7,22,3,0,1,28,1
13,山西,0,0,295,0,280,15,-5,5,0,0,1,0,0
14,辽宁,512,90,1306,73,987,317,55,18,2,0,1,69,4
15,黑龙江,165,43,2196,21,2072,111,20,1,13,0,1,20,1
16,海南,4,1,193,0,184,3,0,0,6,0,1,0,0
17,河北,1289,265,1775,4,1472,296,4,0,7,0,1,4,0
18,陕西,0,0,3158,33,2834,321,27,6,3,0,1,33,0
19,云南,422,24,2038,6,1928,108,4,2,2,0,1,5,1
20,广西,368,29,1351,4,1036,313,-7,11,2,0,1,2,2
21,福建,221,121,2026,257,1541,484,249,8,1,0,1,254,3
22,上海,1778,372,4964,20,4307,650,-6,26,7,0,1,8,12
23,北京,216,6,1700,11,1496,195,-7,18,9,0,1,1,10
24,江苏,293,52,1974,4,1794,180,-17,21,0,0,1,4,0
25,四川,84,4,1587,4,1453,131,-5,9,3,0,1,0,4
26,山东,1841,163,2384,44,1157,1220,11,33,7,0,1,42,2
27,江西,14,4,962,2,958,3,2,0,1,0,1,2,0
28,重庆,31,3,680,3,611,63,2,1,6,0,1,3,0
29,安徽,50,15,1021,0,1003,12,0,0,6,0,1,0,0
30,湖南,12,0,1244,5,1228,12,5,0,4,0,1,5,0
31,河南,100,4,2715,1,2645,48,1,0,22,0,1,1,0
32,广东,2086,77,6306,65,4906,1392,-315,380,8,0,1,47,18
33,浙江,300,31,2555,36,2059,495,36,0,1,0,1,17,19
34,湖北,8,0,68388,0,63864,12,-9,9,4512,0,1,0,0
