id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,纽埃,1,0,0,1,0,0.0%,0,0,0.0%,0,1
2,库克群岛,676,128,206,470,86,30.5%,42,0,0.0%,0,1
3,基里巴斯,3042,0,2488,541,-11,81.8%,11,13,0.4%,0,1
4,汤加王国,2788,258,964,1822,190,34.6%,68,2,0.1%,0,1
5,韩国,8657609,621317,969524,7676303,620888,11.2%,0,11782,0.1%,429,1
6,帕劳共和国,3945,0,3656,283,0,92.7%,0,6,0.2%,0,1
7,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
8,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
9,萨摩亚独立国,60,11,28,32,11,46.7%,0,0,0.0%,0,1
10,瓦努阿图共和国,594,0,59,534,0,9.9%,0,1,0.2%,0,1
11,马尔维纳斯群岛,118,0,68,50,0,57.6%,0,0,0.0%,0,1
12,马绍尔群岛,7,0,7,0,0,100.0%,0,0,0.0%,0,1
13,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
14,所罗门群岛,9758,346,2195,7436,270,22.5%,74,127,1.3%,2,1
15,莱索托,32775,0,23900,8178,0,72.9%,0,697,2.1%,0,1
16,科摩罗,8076,0,7896,20,0,97.8%,0,160,2.0%,0,1
17,塔吉克斯坦,17388,0,17264,0,0,99.3%,0,124,0.7%,0,1
18,海峡群岛,60844,314,55714,4983,-29,91.6%,343,147,0.2%,0,1
19,阿拉伯联合酋长国,887018,331,855055,29661,-717,96.4%,1048,2302,0.3%,0,1
20,也门,11797,0,8908,749,-7,75.5%,7,2140,18.1%,0,1
21,圣皮埃尔,1693,0,1217,475,0,71.9%,0,1,0.1%,0,1
22,圣多美和普林西比,5938,0,5862,4,0,98.7%,0,72,1.2%,0,1
23,南苏丹,17093,11,13507,3448,11,79.0%,0,138,0.8%,0,1
24,马拉维,85544,13,77615,5305,-354,90.7%,367,2624,3.1%,0,1
25,布隆迪,38296,0,773,37485,0,2.0%,0,38,0.1%,0,1
26,塞拉利昂,7673,0,4393,3155,0,57.3%,0,125,1.6%,0,1
27,博茨瓦纳,263950,0,259434,1897,0,98.3%,0,2619,1.0%,0,1
28,百慕大,12094,105,11697,271,14,96.7%,90,126,1.0%,1,1
29,英属维尔京群岛,6104,0,2649,3393,0,43.4%,0,62,1.0%,0,1
30,安圭拉,2595,0,2572,14,0,99.1%,0,9,0.3%,0,1
31,格林纳达,13936,0,13659,60,0,98.0%,0,217,1.6%,0,1
32,圣基茨和尼维斯,5544,3,5497,5,2,99.2%,1,42,0.8%,0,1
33,特克斯和凯科斯群岛,5874,0,5808,30,0,98.9%,0,36,0.6%,0,1
34,几内亚比绍,8096,25,7082,845,20,87.5%,5,169,2.1%,0,1
35,马里,30444,6,29593,124,4,97.2%,2,727,2.4%,0,1
36,利比亚,500864,104,486647,7849,-375,97.2%,476,6368,1.3%,3,1
37,老挝,150639,1508,7660,142334,1506,5.1%,0,645,0.4%,2,1
38,伯利兹,57143,18,56132,357,-9,98.2%,27,654,1.1%,0,1
39,缅甸,608384,445,562905,26059,-336,92.5%,780,19420,3.2%,1,1
40,多米尼克,11643,0,11330,251,0,97.3%,0,62,0.5%,0,1
41,莫桑比克,225201,6,222008,994,5,98.6%,0,2199,1.0%,1,1
42,叙利亚,55488,28,50568,1798,-190,91.1%,216,3122,5.6%,2,1
43,马恩岛,26101,283,24259,1761,47,92.9%,236,81,0.3%,0,1
44,巴布亚新几内亚,41533,0,39905,989,0,96.1%,0,639,1.5%,0,1
45,厄立特里亚,9723,0,9618,2,-1,98.9%,1,103,1.1%,0,1
46,乌干达,163567,18,100134,59838,17,61.2%,0,3595,2.2%,1,1
47,安哥拉,99003,18,96951,152,6,97.9%,12,1900,1.9%,0,1
48,东帝汶,22789,0,22596,64,0,99.2%,0,129,0.6%,0,1
49,新喀里多尼亚,59861,76,58138,1417,-435,97.1%,511,306,0.5%,0,1
50,马达加斯加,63870,0,59156,3337,0,92.6%,0,1377,2.2%,0,1
51,津巴布韦,244012,362,233461,5131,163,95.7%,197,5420,2.2%,2,1
52,佛得角,55921,3,55454,66,3,99.2%,0,401,0.7%,0,1
53,蒙特塞拉特,174,0,163,9,0,93.7%,0,2,1.1%,0,1
54,海地,30478,0,27039,2612,0,88.7%,0,827,2.7%,0,1
55,尼日尔,8788,2,8465,15,2,96.3%,0,308,3.5%,0,1
56,乍得,7267,0,4874,2203,0,67.1%,0,190,2.6%,0,1
57,萨尔瓦多,160942,0,140603,16232,0,87.4%,0,4107,2.6%,0,1
58,尼加拉瓜,18290,0,4225,13842,0,23.1%,0,223,1.2%,0,1
59,斐济,64221,0,62425,962,0,97.2%,0,834,1.3%,0,1
60,毛里求斯,35043,0,32931,1178,0,94.0%,0,934,2.7%,0,1
61,赞比亚,315623,0,310706,955,0,98.4%,0,3962,1.3%,0,1
62,吉布提,15573,0,15376,8,0,98.7%,0,189,1.2%,0,1
63,吉尔吉斯斯坦,200787,11,196016,1794,-21,97.6%,31,2977,1.5%,1,1
64,巴巴多斯,57548,103,56103,1119,-84,97.5%,187,326,0.6%,0,1
65,黑山,232038,111,228523,819,28,98.5%,82,2696,1.2%,1,1
66,冈比亚,11973,0,11591,17,0,96.8%,0,365,3.0%,0,1
67,格陵兰岛,11926,14,2761,9145,14,23.2%,0,20,0.2%,0,1
68,贝宁,26952,0,25506,1283,0,94.6%,0,163,0.6%,0,1
69,索马里,26400,0,13182,11870,0,49.9%,0,1348,5.1%,0,1
70,坦桑尼亚,33773,0,183,32790,0,0.5%,0,800,2.4%,0,1
71,利比里亚,7397,0,5747,1356,0,77.7%,0,294,4.0%,0,1
72,圭亚那合作共和国,63175,6,61792,157,-14,97.8%,20,1226,1.9%,0,1
73,马约特,36745,0,2964,33594,0,8.1%,0,187,0.5%,0,1
74,巴哈马,33206,0,32135,298,0,96.8%,0,773,2.3%,0,1
75,乌兹别克斯坦,237414,30,234932,845,-42,99.0%,72,1637,0.7%,0,1
76,瓜德罗普,130705,0,2250,127612,0,1.7%,0,843,0.6%,0,1
77,开曼群岛,19433,0,8553,10858,0,44.0%,0,22,0.1%,0,1
78,刚果（布）,24059,0,20178,3498,0,83.9%,0,383,1.6%,0,1
79,中非共和国,14649,0,6859,7677,0,46.8%,0,113,0.8%,0,1
80,塞舌尔,39761,0,39367,231,0,99.0%,0,163,0.4%,0,1
81,赤道几内亚,15899,0,15679,37,0,98.6%,0,183,1.2%,0,1
82,纳米比亚,157503,18,153069,420,18,97.2%,0,4014,2.5%,0,1
83,卢旺达,129635,8,45522,82655,8,35.1%,0,1458,1.1%,0,1
84,斯威士兰,69541,20,68083,66,-6,97.9%,26,1392,2.0%,0,1
85,毛里塔尼亚,58661,0,57666,14,-2,98.3%,2,981,1.7%,0,1
86,阿鲁巴,33843,47,33591,40,-22,99.3%,69,212,0.6%,0,1
