id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,129543281,524612,114166253,14006610,88.1%,1370418,1.1%
2,欧洲,169344911,895009,149442374,18152261,88.2%,1750276,1.0%
3,非洲,11652808,2531,10816512,584335,92.8%,251961,2.2%
4,大洋洲,4527487,64106,3975649,543426,87.8%,8412,0.2%
5,北美洲,95987976,77989,69877678,24679910,72.8%,1430388,1.5%
6,南美洲,55577404,75299,50634952,3671572,91.1%,1270880,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
