id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,83769191,74743,81071879,1457924,96.8%,1239388,1.5%
2,欧洲,82104758,543401,71908792,8695398,87.6%,1500568,1.8%
3,非洲,9402964,40334,8460724,715111,90.0%,227129,2.4%
4,大洋洲,434942,5718,370165,60345,85.1%,4432,1.0%
5,北美洲,62443225,213308,49579635,11633907,79.4%,1229683,2.0%
6,南美洲,39375075,21691,37367583,817798,94.9%,1189694,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
