id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,83382977,101909,80631742,1518673,96.7%,1232562,1.5%
2,欧洲,80048385,417976,69944072,8623091,87.4%,1481222,1.9%
3,非洲,9216246,45321,8339037,651089,90.5%,226120,2.5%
4,大洋洲,408098,3996,361877,41820,88.7%,4401,1.1%
5,北美洲,61462446,156405,49104534,11135642,79.9%,1222270,2.0%
6,南美洲,39286490,20026,37321987,776253,95.0%,1188250,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
