id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,81120953,87071,78361776,1564739,96.6%,1194438,1.5%
2,欧洲,70200935,352709,61839695,6983883,88.1%,1377357,2.0%
3,非洲,8656832,3265,8037384,397406,92.8%,222042,2.6%
4,大洋洲,347420,1546,305199,38141,87.8%,4080,1.2%
5,北美洲,58166585,141391,46826366,10158330,80.5%,1181889,2.0%
6,南美洲,38805570,23046,36893707,733732,95.1%,1178131,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
