id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,109910220,614342,101996510,6593544,92.8%,1320166,1.2%
2,欧洲,147480133,1043959,117979764,27826126,80.0%,1674243,1.1%
3,非洲,11392193,36943,10387099,759281,91.2%,245813,2.2%
4,大洋洲,3207919,28496,2954995,245609,92.1%,7315,0.2%
5,北美洲,93700142,159793,62861544,29463712,67.1%,1374886,1.5%
6,南美洲,52632993,165192,45567434,5823241,86.6%,1242318,2.4%
7,其他,712,0,699,0,98.2%,13,1.8%
