id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,127208,5697,118188,532,25,2,1636732800,104,0,77,0,19,-2,9865,117334,19,76,19,76,3323,32,1
2,oversea,253621419,5107224,229335881,None,None,None,1636732800,535240,None,447197,8830,None,None,None,None,None,None,None,None,19178314,79213,None
