id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,80511936,88693,77657016,1670022,96.5%,1184898,1.5%
2,欧洲,67985369,272495,60365987,6268814,88.8%,1350568,2.0%
3,非洲,8632884,3084,8006192,405613,92.7%,221079,2.6%
4,大洋洲,335765,1674,286605,45220,85.4%,3940,1.2%
5,北美洲,57437357,145997,46215593,10051949,80.5%,1169815,2.0%
6,南美洲,38677129,25082,36773968,727493,95.1%,1175668,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
