id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,82972876,70503,80239616,1506760,96.7%,1226500,1.5%
2,欧洲,78088033,352152,68280383,8346602,87.4%,1461048,1.9%
3,非洲,9026612,28093,8244213,556974,91.3%,225425,2.5%
4,大洋洲,389534,1661,347775,37402,89.3%,4357,1.1%
5,北美洲,60596828,74464,48587118,10797533,80.2%,1212177,2.0%
6,南美洲,39201856,10272,37258577,756849,95.0%,1186430,3.0%
7,其他,712,0,699,0,98.2%,13,1.8%
