id,area,confirmed,died,cured,asymptomatic,asymptomaticRelative,unconfirmed,relativeTime,confirmedRelative,unconfirmedRelative,curedRelative,diedRelative,icu,icuRelative,overseasInput,unOverseasInputCumulative,overseasInputRelative,unOverseasInputNewAdd,overseasInputRelative,unOverseasInputNewAdd,curConfirm,curConfirmRelative,icuDisable
1,china,129082,5697,119750,444,17,2,1639238400,112,0,46,0,27,-1,10478,118604,21,91,21,91,3635,66,1
2,oversea,270276451,5315950,242958381,None,None,None,1639238400,543833,None,365549,5212,None,None,None,None,None,None,None,None,22002120,173072,None
