id,area,confirmed,confirmedRelative,crued,curConfirm,curedPercent,died,diedPercent
1,亚洲,111613065,503158,103515736,6770980,92.7%,1326349,1.2%
2,欧洲,150028394,849734,121867606,26477349,81.2%,1683439,1.1%
3,非洲,11427499,13418,10433030,747048,91.3%,247421,2.2%
4,大洋洲,3283683,26053,2976471,299771,90.6%,7441,0.2%
5,北美洲,94082399,148732,63707638,28991425,67.7%,1383336,1.5%
6,南美洲,53218072,194924,46154631,5815792,86.7%,1247649,2.3%
7,其他,712,0,699,0,98.2%,13,1.8%
