id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,基里巴斯,2823,13,1056,1758,-328,37.4%,341,9,0.3%,0,1
2,汤加王国,234,24,38,196,-5,16.2%,29,0,0.0%,0,1
3,韩国,1962837,102203,892289,1063143,84805,45.5%,17327,7405,0.4%,71,1
4,帕劳共和国,3463,0,2485,973,0,71.8%,0,5,0.1%,0,1
5,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
6,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
7,萨摩亚独立国,33,0,3,30,0,9.1%,0,0,0.0%,0,1
8,瓦努阿图共和国,11,0,6,4,0,54.5%,0,1,9.1%,0,1
9,马尔维纳斯群岛,89,0,68,21,0,76.4%,0,0,0.0%,0,1
10,马绍尔群岛,7,0,7,0,0,100.0%,0,0,0.0%,0,1
11,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
12,所罗门群岛,5684,0,1230,4377,0,21.6%,0,77,1.4%,0,1
13,莱索托,32434,0,23116,8622,0,71.3%,0,696,2.1%,0,1
14,科摩罗,8016,2,7792,64,-13,97.2%,15,160,2.0%,0,1
15,塔吉克斯坦,17385,0,17249,12,0,99.2%,0,124,0.7%,0,1
16,海峡群岛,48656,385,45649,2867,-14,93.8%,398,140,0.3%,1,1
17,阿拉伯联合酋长国,873882,0,815990,55599,0,93.4%,0,2293,0.3%,0,1
18,也门,11731,13,8555,1056,-3,72.9%,10,2120,18.1%,6,1
19,圣皮埃尔,1047,0,1013,33,0,96.8%,0,1,0.1%,0,1
20,圣多美和普林西比,5925,2,5843,11,0,98.6%,2,71,1.2%,0,1
21,南苏丹,16903,0,13077,3689,0,77.4%,0,137,0.8%,0,1
22,马拉维,85205,45,74626,7974,-334,87.6%,377,2605,3.1%,2,1
23,布隆迪,37947,0,773,37136,0,2.0%,0,38,0.1%,0,1
24,塞拉利昂,7663,0,4393,3145,0,57.3%,0,125,1.6%,0,1
25,博茨瓦纳,261913,0,256438,2867,0,97.9%,0,2608,1.0%,0,1
26,百慕大,11316,0,10983,211,0,97.1%,0,122,1.1%,0,1
27,英属维尔京群岛,6050,0,2649,3339,0,43.8%,0,62,1.0%,0,1
28,安圭拉,2506,0,2476,21,0,98.8%,0,9,0.4%,0,1
29,格林纳达,13525,39,13031,280,-116,96.3%,155,214,1.6%,0,1
30,圣基茨和尼维斯,5523,7,5449,32,3,98.7%,2,42,0.8%,2,1
31,特克斯和凯科斯群岛,5846,4,5763,47,1,98.6%,3,36,0.6%,0,1
32,几内亚比绍,7907,14,6935,806,4,87.7%,8,166,2.1%,2,1
33,马里,30338,12,28473,1148,-73,93.9%,85,717,2.4%,0,1
34,利比亚,482153,0,437886,38089,0,90.8%,0,6178,1.3%,0,1
35,老挝,141083,285,7660,132813,282,5.4%,0,610,0.4%,3,1
